route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed,shape_id
TAE:B,REGEN_20,TAE:BJVBRABP,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABQ,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABR,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABS,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:A,REGEN_41,TAE:MSAMAAAJA,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_20,TAE:BJVBRABT,"École de la Londe","",1,202,0,0,TAE:4188$BRD$27
TAE:B,REGEN_20,TAE:BJVBRABU,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABV,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABW,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_20,TAE:BJVBRABX,"École de la Londe","",1,203,0,0,TAE:4188$BRMANDELA$26
TAE:B,REGEN_16,TAE:BLMM2BGV,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BGX,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BGZ,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHB,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHD,"École de la Londe","",1,203,0,0,TAE:4188$BRDMANDELA$28
TAE:A,REGEN_41,TAE:MSAMAAAJB,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_16,TAE:BLMM2BHF,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHH,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHJ,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHL,"École de la Londe","",1,203,0,0,TAE:4188$BRF$25
TAE:B,REGEN_16,TAE:BLMM2BHN,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHP,"École de la Londe","",1,203,0,0,TAE:4188$BRMANDELA$26
TAE:B,REGEN_16,TAE:BLMM2BHR,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHT,"École de la Londe","",1,203,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHV,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_16,TAE:BLMM2BHX,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:A,REGEN_41,TAE:MSAMAAAJC,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_16,TAE:BLMM2BHZ,"École de la Londe","",1,202,0,0,TAE:4188$BRMANDELA$26
TAE:B,REGEN_16,TAE:BLMM2BIB,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRABY,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRABZ,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACA,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACB,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACC,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACD,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACE,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACF,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:A,REGEN_41,TAE:MSAMAAAJD,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_9,TAE:JJVBRACG,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACH,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACI,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACJ,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACK,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACL,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACM,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_9,TAE:JJVBRACN,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACO,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACP,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:A,REGEN_41,TAE:MSAMAAAJE,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_37,TAE:JLMMBRACQ,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACR,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACS,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACT,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACU,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACV,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACW,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACX,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACY,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRACZ,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:A,REGEN_9,TAE:JJVAAAFB,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:A,REGEN_41,TAE:MSAMAAAJF,"Mairie de St-Pierre","",0,101,0,0,TAE:4188$AA$3
TAE:B,REGEN_37,TAE:JLMMBRADA,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRADB,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRADC,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_37,TAE:JLMMBRADD,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADE,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADF,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADG,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADH,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADI,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADJ,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:A,REGEN_41,TAE:MSAMAAAJG,"Mairie de St-Pierre","",0,103,0,0,TAE:4188$AA$3
TAE:B,REGEN_41,TAE:MSAMBRADK,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADL,"École de la Londe","",1,201,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADM,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
TAE:B,REGEN_41,TAE:MSAMBRADN,"École de la Londe","",1,202,0,0,TAE:4188$BR$24
